CommissionedAt;State;BoilerType;DhwType;Model;Broken;SerialNumber
17/01/2025 12:18;3;1;2;1;0;SN-9CF3AA-37
08/01/2025 15:49;3;2;2;1;0;SN-59B890-37
05/04/2025 16:29;3;3;2;1;0;SN-8FC3B2-37
05/02/2025 11:48;3;1;1;1;0;SN-542E58-37
04/04/2025 12:38;3;1;1;1;0;SN-C1039D-37
;2;0;0;1;0;SN-4FF8F6-37
19/03/2025 16:30;3;1;1;1;0;SN-5107A5-37
;2;0;0;1;0;SN-313C91-37
28/01/2025 16:24;3;3;2;1;0;SN-DFE809-37
;2;0;0;1;0;SN-B458B3-3Y
03/03/2025 07:32;3;1;1;1;0;SN-E1C8CC-3Y
;2;0;0;1;0;SN-485000-3Y
;2;0;0;1;0;SN-173D0E-3Y
10/03/2025 15:03;3;1;1;1;0;SN-86447F-3Y
;2;0;0;1;0;SN-DF89FD-3Y
;2;0;0;1;0;SN-7C27CF-3Y
13/03/2025 13:20;3;1;1;1;0;SN-190A0B-3Y
13/09/2024 11:19;3;1;1;1;0;SN-3F978D-37
11/10/2024 09:33;3;1;2;1;0;SN-C7101C-37
24/10/2024 11:46;3;1;1;1;0;SN-519B19-3Y
15/11/2024 11:00;3;2;2;1;0;SN-8A42BE-3Y
08/01/2025 15:22;3;2;2;1;0;SN-FD1BB3-37
03/12/2024 15:39;3;1;1;1;0;SN-229141-37
12/02/2025 12:06;3;1;1;1;0;SN-4FB599-37
28/10/2024 17:20;3;3;2;1;0;SN-840374-37
18/12/2024 14:32;3;3;2;1;0;SN-BDC30E-37
03/03/2025 16:41;3;3;2;1;0;SN-464193-37
05/11/2024 18:56;3;2;2;1;0;SN-EC9986-37
02/03/2025 10:29;3;1;2;1;0;SN-332226-37
21/11/2024 10:45;3;1;1;1;0;SN-88C2FE-37
12/11/2024 14:16;3;1;1;1;0;SN-9D6A4E-37
14/11/2024 18:26;3;3;2;1;0;SN-86BEA1-37
12/03/2025 13:06;3;1;1;1;0;SN-8C4891-37
;2;0;0;1;0;SN-C607D5-37
;2;0;0;1;0;SN-B8E7BA-37
31/03/2025 16:05;3;3;2;1;0;SN-EF1D0C-37
02/04/2025 20:09;3;2;2;1;0;SN-DA55A6-37
26/03/2025 12:30;3;1;1;1;0;SN-65FCB0-37
17/12/2024 16:44;3;3;2;1;0;SN-4C2000-37
02/12/2024 16:19;5;3;2;1;1;SN-EFEB25-37
10/02/2025 18:56;3;1;1;1;0;SN-65FBD1-37
10/12/2024 11:56;3;2;2;1;0;SN-8FF8BF-37
14/02/2025 20:17;3;1;2;1;0;SN-FD1EA6-37
25/11/2024 15:38;3;2;2;1;0;SN-A99A45-37
02/12/2024 16:38;3;2;2;1;0;SN-2C5916-37
24/02/2025 15:19;3;2;2;1;0;SN-6C363C-37
23/01/2025 15:22;3;1;1;1;0;SN-DC53C4-37
21/11/2024 15:30;3;1;1;1;0;SN-23CC4E-37
26/11/2024 16:16;3;1;1;1;0;SN-E5CBA6-37
;1;0;0;1;0;SN-5FFB41-37
;2;0;0;1;0;SN-8DC543-17
02/04/2025 14:20;3;3;2;1;0;SN-EBC06B-17
31/01/2025 17:01;3;3;2;1;0;SN-29E918-17
12/02/2025 17:51;3;1;1;1;0;SN-989094-17
20/03/2025 08:46;3;2;2;1;0;SN-DA6067-17
;2;0;0;1;0;SN-5858AE-17
13/02/2025 15:23;3;3;2;1;0;SN-C1DFAC-17
05/02/2025 19:24;3;2;2;1;0;SN-28C7BE-17
11/02/2025 17:25;3;3;2;1;0;SN-1F3794-17
06/02/2025 14:58;3;3;2;1;0;SN-A55730-17
;2;0;0;1;0;SN-B4C7DE-1Y
;2;0;0;1;0;SN-318EDA-1Y
08/04/2025 13:57;3;1;1;1;0;SN-4A10C6-1Y
01/04/2025 20:14;3;1;1;1;0;SN-B6E636-1Y
04/11/2024 21:26;3;1;1;1;0;SN-5AB6E3-17
21/11/2024 13:20;3;1;1;1;0;SN-70B29D-17
19/12/2024 17:09;3;1;1;1;0;SN-769FE3-17
25/03/2025 12:02;3;1;1;1;0;SN-1FF32F-17
17/12/2024 12:52;3;1;1;1;0;SN-906D37-17
17/10/2024 17:31;3;1;1;1;0;SN-E39163-17
11/10/2024 20:00;3;1;1;1;0;SN-36EFBB-17
13/11/2024 22:08;3;1;1;1;0;SN-3E5B09-17
18/12/2024 13:28;3;3;2;1;0;SN-BA3719-17
15/01/2025 17:53;3;3;2;1;0;SN-C8987D-17
01/11/2024 10:24;3;1;1;1;0;SN-2C0042-17
24/01/2025 17:21;3;1;1;1;0;SN-B7F356-17
01/04/2025 11:10;3;1;1;1;0;SN-E7091A-17
24/02/2025 15:59;3;1;2;1;0;SN-1056CF-17
16/03/2025 21:50;3;3;2;1;0;SN-10BE29-17
01/03/2025 00:24;3;2;2;1;0;SN-BB0E63-17
;2;0;0;1;0;SN-CA0903-17
13/03/2025 12:32;3;2;2;1;0;SN-0BF6B0-17
;2;0;0;1;0;SN-29DD7D-17
;2;0;0;1;0;SN-CA54C9-17
;2;0;0;1;0;SN-3119A9-17
06/02/2025 17:24;3;1;1;1;0;SN-2C9A16-1Y
14/12/2024 16:47;3;1;1;1;0;SN-21FB2E-1Y
27/11/2024 08:44;3;1;1;1;0;SN-54A247-1Y
31/01/2025 15:14;3;1;1;1;0;SN-713166-1Y
14/02/2025 20:18;3;2;2;1;0;SN-E4E398-1Y
14/03/2025 10:39;3;1;1;1;0;SN-E76879-1Y
;2;0;0;1;0;SN-120696-1Y
10/01/2025 17:15;5;1;1;1;1;SN-D480F0-1Y
;1;0;0;1;0;SN-2BECC3-1Y
17/09/2024 15:28;3;3;2;1;0;SN-3C1821-1Y
17/09/2024 15:29;3;1;1;1;0;SN-A221F0-1Y
20/02/2025 11:03;3;3;2;1;1;SN-4C61B6-1Y
21/09/2024 15:36;3;2;2;1;0;SN-90AFEB-1Y
10/09/2024 14:17;3;1;2;1;0;SN-648052-1Y
22/01/2025 20:01;3;1;1;1;0;SN-20F06E-1Y
01/02/2025 18:06;3;3;2;1;0;SN-07B4E6-1Y
21/01/2025 10:32;3;1;1;1;0;SN-E204DE-1Y
20/11/2024 15:25;3;2;2;1;0;SN-05C097-87
25/02/2025 12:13;3;1;1;1;0;SN-CB735D-87
18/11/2024 17:35;3;1;1;1;0;SN-172B5A-87
17/10/2024 11:06;3;1;1;1;0;SN-B1F7B9-87
14/02/2025 20:20;3;3;2;1;0;SN-6F566A-87
;2;0;0;1;0;SN-C688B2-8Y
21/02/2025 11:57;3;1;2;1;0;SN-A9AD29-8Y
;2;0;0;1;0;SN-0C2871-8Y
;2;0;0;1;0;SN-54E719-8Y
11/03/2025 13:49;3;3;2;1;0;SN-BA2202-8Y
31/01/2025 15:51;3;1;1;1;0;SN-566972-8Y
07/04/2025 22:58;3;1;1;1;0;SN-C0BBA5-8Y
;2;0;0;1;0;SN-5B0063-8Y
11/02/2025 21:16;3;2;2;1;0;SN-34A7C6-8Y
17/03/2025 13:37;3;1;1;1;0;SN-A089E6-8Y
21/01/2025 13:32;3;1;2;1;0;SN-490F77-8Y
03/02/2025 14:05;3;2;2;1;0;SN-03064A-8Y
;2;0;0;1;0;SN-9A11CD-87
14/03/2025 18:30;3;1;1;1;0;SN-F8F181-87
;2;0;0;1;0;SN-795E18-87
;2;0;0;1;0;SN-AA0C69-87
04/04/2025 22:36;3;1;1;1;0;SN-8BAE36-87
19/03/2025 20:02;3;1;1;1;0;SN-45D242-8Y
07/03/2025 19:36;3;1;1;1;0;SN-804CCC-8Y
26/02/2025 17:10;3;1;1;1;0;SN-CD48EB-8Y
;2;0;0;1;0;SN-DB3947-8Y
01/04/2025 16:20;3;3;2;1;0;SN-471C5C-8Y
;2;0;0;1;0;SN-99F326-8Y
28/03/2025 12:43;3;1;1;1;0;SN-A9D798-8Y
;2;0;0;1;0;SN-9F9C41-8Y
03/04/2025 08:24;3;1;1;1;0;SN-F3C0DC-8Y
;2;0;0;1;0;SN-825747-8Y
11/12/2024 17:20;3;1;2;1;0;SN-D97FB8-8Y
04/12/2024 09:41;3;1;1;1;0;SN-50C2C6-8Y
10/12/2024 13:59;3;1;1;1;0;SN-83BD5F-8Y
12/12/2024 10:14;3;3;2;1;0;SN-54AD4F-8Y
29/03/2025 15:15;3;1;1;1;0;SN-7C1091-8Y
25/02/2025 15:00;3;1;1;1;0;SN-94F66E-87
18/01/2025 13:38;3;3;2;1;0;SN-1B3F36-87
11/02/2025 15:21;3;1;1;1;0;SN-918046-87
17/03/2025 16:52;3;3;2;1;0;SN-14BC8E-87
;2;0;0;1;0;SN-2ED5D1-87
30/12/2024 11:55;3;1;1;1;0;SN-B5BB27-8Y
10/09/2024 14:54;3;1;1;1;0;SN-EE063D-8Y
07/10/2024 15:30;3;1;1;1;0;SN-029FDA-8Y
03/11/2024 07:05;3;1;1;1;0;SN-192CB7-8Y
01/10/2024 14:20;3;1;2;1;0;SN-FFE721-8Y
30/10/2024 14:53;3;3;2;1;0;SN-33DB6D-8Y
03/09/2024 15:39;3;1;1;1;0;SN-8E5500-8Y
25/09/2024 14:52;3;3;2;1;0;SN-D9666A-8Y
;2;0;0;1;0;SN-3742E8-XY
01/03/2025 09:32;3;2;2;1;0;SN-96B95B-XY
22/01/2025 13:23;3;1;1;1;0;SN-80A4AA-XY
23/01/2025 20:10;3;2;2;1;0;SN-E3D793-XY
22/12/2024 22:22;3;1;2;1;0;SN-908C84-XY
15/01/2025 15:08;3;2;2;1;0;SN-180BC3-XY
13/03/2025 15:11;3;1;1;1;0;SN-3C4F8F-XY
13/03/2025 14:42;3;1;1;1;0;SN-186C76-XY
04/01/2025 14:40;3;3;1;1;0;SN-881FFA-XY
28/01/2025 15:33;3;2;2;1;0;SN-FDFD2C-XY
;2;0;0;1;0;SN-F2D2D3-XY
01/04/2025 18:32;3;1;1;1;0;SN-358591-XY
08/04/2025 13:49;3;3;2;1;0;SN-F9BE53-XY
;2;0;0;1;0;SN-D0AA18-XY
21/02/2025 14:56;3;1;2;1;0;SN-023486-XY
02/03/2025 10:46;3;2;2;1;0;SN-F5D3DD-XY
27/08/2024 15:12;3;1;1;1;0;SN-20B394-X7
30/09/2024 17:11;3;1;1;1;0;SN-CA4A15-X7
;2;0;0;1;0;SN-369005-X7
12/03/2025 10:45;3;2;2;1;0;SN-8DCBC6-X7
28/03/2025 15:34;3;2;2;1;0;SN-79D8C6-X7
14/03/2025 11:01;3;1;1;1;0;SN-2C028A-X7
26/03/2025 16:45;3;1;1;1;0;SN-260BE3-X7
14/02/2025 11:52;3;3;2;1;0;SN-1B81D4-X7
26/02/2025 10:35;3;2;2;1;0;SN-3013EE-X7
;2;0;0;1;0;SN-A71152-X7
;2;0;0;1;0;SN-989C01-X7
04/04/2025 11:13;3;1;1;1;0;SN-899C3F-X7
;2;0;0;1;0;SN-2A6022-X7
;2;0;0;1;0;SN-88F703-XY
;2;0;0;1;0;SN-4E73BB-XY
;2;0;0;1;0;SN-0BA3B9-XY
20/03/2025 15:11;3;1;1;1;0;SN-5740C5-XY
18/12/2024 15:25;3;3;2;1;0;SN-E1AD4B-XY
20/01/2025 14:27;3;3;2;1;0;SN-2F2AFB-XY
05/11/2024 15:11;3;3;2;1;1;SN-8062A4-XY
11/12/2024 15:30;3;1;2;1;0;SN-8FC96F-XY
12/03/2025 11:28;3;1;1;1;0;SN-EFC980-XY
02/12/2024 14:58;3;2;2;1;0;SN-F69580-XY
15/03/2025 12:41;3;1;1;1;0;SN-604148-XY
05/03/2025 11:58;3;3;2;1;0;SN-030FFE-XY
16/10/2024 16:25;3;3;2;1;0;SN-057167-XY
06/11/2024 16:25;3;2;2;1;0;SN-92DF4F-XY
29/11/2024 16:46;3;3;2;1;0;SN-585B8F-XY
08/11/2024 17:16;3;2;2;1;0;SN-E46B63-XY
28/11/2024 14:46;3;3;2;1;0;SN-4BAF30-XY
;2;0;0;1;0;SN-A4528C-XY
10/01/2025 13:23;3;2;2;1;0;SN-BD18D6-XY
;2;0;0;1;0;SN-222408-XY
24/03/2025 11:54;3;1;1;1;0;SN-B814AA-XY
12/12/2024 17:12;3;2;2;1;0;SN-795775-XY
06/03/2025 13:15;3;1;1;1;0;SN-B3251E-XY
10/12/2024 16:47;3;1;2;1;0;SN-936E2A-XY
17/12/2024 15:57;3;2;2;1;0;SN-31C1B2-E7
08/01/2025 18:36;3;1;1;1;0;SN-2790EC-E7
27/11/2024 16:45;3;3;2;1;0;SN-37F5FD-E7
14/12/2024 16:42;3;1;1;1;0;SN-FD53C6-E7
04/10/2024 14:32;3;1;1;1;0;SN-07A86A-E7
20/12/2024 14:53;3;1;1;1;0;SN-95AE48-E7
18/09/2024 18:26;3;1;1;1;0;SN-955BCE-E7
20/09/2024 14:31;3;1;2;1;0;SN-B7FE3E-E7
09/09/2024 16:57;3;3;2;1;0;SN-37116E-E7
25/09/2024 18:14;3;1;1;1;0;SN-42A3A3-E7
01/04/2025 18:14;3;1;1;1;0;SN-C8D3D6-E7
18/11/2024 21:22;3;1;1;1;0;SN-65F153-E7
04/11/2024 14:32;3;3;2;1;0;SN-A9088B-E7
;2;0;0;1;0;SN-305AFE-E7
17/10/2024 16:49;3;1;1;1;0;SN-8A28A9-E7
05/11/2024 10:27;3;1;1;1;0;SN-4A6562-E7
13/11/2024 15:05;3;3;2;1;0;SN-4E6008-E7
14/03/2025 21:36;3;1;1;1;0;SN-4A2A22-E7
04/03/2025 16:30;3;1;1;1;0;SN-20E4DE-E7
;2;0;0;1;0;SN-4B9C4F-E7
28/01/2025 14:52;3;3;2;1;0;SN-CBE412-E7
21/11/2024 12:59;3;1;2;1;0;SN-AE8EE7-EY
03/02/2025 16:14;3;2;2;1;0;SN-6C0B7E-E7
;2;0;0;1;0;SN-EC182A-E7
;2;0;0;1;0;SN-B71A1F-E7
;2;0;0;1;0;SN-1B929D-E7
;2;0;0;1;0;SN-B671AF-E7
03/04/2025 15:43;3;3;2;1;0;SN-0E8A9A-E7
10/02/2025 15:49;3;2;2;1;0;SN-EA3695-E7
;2;0;0;1;0;SN-FD2FC3-E7
18/02/2025 16:39;3;2;2;1;0;SN-5B969B-E7
24/03/2025 16:14;3;1;1;1;0;SN-D57F72-E7
20/03/2025 10:25;3;3;2;1;1;SN-3A0DF0-E7
;2;0;0;1;0;SN-80ADC6-E7
05/03/2025 11:39;3;1;1;1;0;SN-48314C-E7
12/02/2025 13:27;3;1;1;1;0;SN-3E8B15-E7
13/02/2025 13:37;3;1;1;1;0;SN-55F652-E7
;2;0;0;1;0;SN-C833FF-E7
;2;0;0;1;0;SN-81B3CD-EY
;2;0;0;1;0;SN-436DBB-EY
25/03/2025 13:59;3;3;2;1;0;SN-399892-EY
;4;0;0;1;0;SN-FBD004-EY
03/04/2025 20:36;3;3;2;1;0;SN-50ED81-EY
03/04/2025 11:50;3;3;2;1;0;SN-B8BBE3-EY
02/04/2025 13:01;3;1;1;1;0;SN-38B007-EY
01/04/2025 16:39;3;2;2;1;0;SN-94A86E-EY
;2;0;0;1;0;SN-CC9C0E-EY
;2;0;0;1;0;SN-AE2ADE-EY
24/03/2025 08:19;3;1;1;1;0;SN-987679-E7
;2;0;0;1;0;SN-DF1857-E7
;2;0;0;1;0;SN-F08425-E7
25/03/2025 17:23;3;1;1;1;0;SN-4A2FB9-E7
08/04/2025 14:16;3;1;1;1;0;SN-D91977-E7
05/03/2025 17:36;3;1;1;1;0;SN-662C26-E7
;2;0;0;1;0;SN-F37333-E7
19/03/2025 20:51;3;1;1;1;0;SN-735EB7-E7
;2;0;0;1;0;SN-E28EE9-E7
;2;0;0;1;0;SN-7E2BAF-E7
20/02/2025 15:12;3;1;1;1;0;SN-6D2A80-E7
12/12/2024 14:58;3;1;1;1;0;SN-23B685-E7
;2;0;0;1;0;SN-674760-E7
03/01/2025 09:09;3;1;1;1;0;SN-A66CFF-E7
;2;0;0;1;0;SN-A3755E-E7
02/04/2025 15:39;3;1;1;1;0;SN-3FE1D7-LY
;2;0;0;1;0;SN-5C770A-LY
20/02/2025 18:05;3;1;1;1;0;SN-77A7D3-LY
;2;0;0;1;0;SN-BD980B-LY
;2;0;0;1;0;SN-077BA8-LY
28/02/2025 13:04;3;3;2;1;0;SN-494A69-LY
03/03/2025 13:15;3;3;2;1;0;SN-F3CA3A-LY
;2;0;0;1;0;SN-AEAE95-LY
03/02/2025 14:47;3;3;2;1;0;SN-CA8D45-LY
;2;0;0;1;0;SN-36D458-LY
24/03/2025 08:02;3;3;2;1;0;SN-18CF68-LY
05/03/2025 16:24;3;1;1;1;0;SN-D36003-LY
;2;0;0;1;0;SN-FD4B02-LY
01/04/2025 14:42;3;1;1;1;0;SN-3BCC65-LY
;2;0;0;1;0;SN-E28201-LY
;2;0;0;1;0;SN-5D9A1B-LY
26/02/2025 22:47;3;1;1;1;0;SN-476E0B-L7
23/09/2024 16:45;3;1;1;1;1;SN-CB3C78-L7
19/02/2025 11:20;3;2;2;1;0;SN-9EFEEE-L7
16/12/2024 11:57;3;2;2;1;0;SN-DD9EA8-L7
31/10/2024 14:28;3;2;2;1;0;SN-1E9488-LY
16/12/2024 14:15;5;3;2;1;1;SN-D9C54B-LY
08/11/2024 17:22;3;1;1;1;0;SN-C1EB1D-LY
23/03/2025 11:41;3;1;1;1;0;SN-931179-LY
14/03/2025 10:07;3;1;2;1;0;SN-54C12D-LY
26/02/2025 15:28;3;1;1;1;0;SN-F88A05-LY
04/04/2025 12:46;3;3;2;1;0;SN-B24B5E-LY
05/03/2025 14:18;3;3;2;1;0;SN-533F48-LY
21/10/2024 13:13;3;1;1;1;0;SN-01646E-LY
;1;0;0;1;0;SN-3455BC-LY
23/11/2024 15:19;3;2;1;1;0;SN-D74377-LY
31/01/2025 13:08;3;1;1;1;0;SN-29A935-LY
19/09/2024 09:25;3;1;1;1;0;SN-8B5B1A-LY
;2;0;0;1;0;SN-8A4094-LY
17/12/2024 15:54;3;2;2;1;0;SN-8BFCA6-LY
30/11/2024 11:59;3;3;2;1;0;SN-2DE34F-LY
20/11/2024 15:40;3;1;1;1;0;SN-EEAAF4-LY
18/12/2024 10:28;3;1;1;1;0;SN-3F4241-LY
11/12/2024 14:49;3;3;2;1;0;SN-1C6236-LY
09/01/2025 08:45;3;2;2;1;0;SN-CE3EDA-LY
13/01/2025 16:14;3;3;2;1;0;SN-559B47-LY
10/02/2025 13:34;3;3;2;1;0;SN-AEDB55-LY
20/02/2025 12:51;3;3;2;1;0;SN-5B13F4-LY
;2;0;0;1;0;SN-8FC1E5-LY
26/02/2025 14:01;3;1;1;1;0;SN-BB3652-LY
09/01/2025 13:48;3;3;2;1;0;SN-0F3C54-LY
13/09/2024 14:41;3;2;2;1;0;SN-0E9C29-J7
24/12/2024 12:31;3;3;2;1;1;SN-3C1FB4-J7
27/11/2024 15:07;3;1;1;1;0;SN-70A3EE-J7
15/10/2024 13:37;3;3;2;1;0;SN-319591-J7
29/08/2024 16:42;3;3;2;1;0;SN-80F942-J7
10/10/2024 16:49;3;2;2;1;0;SN-827DC3-J7
13/03/2025 16:02;3;1;1;1;0;SN-99EA94-J7
26/11/2024 16:35;3;2;2;1;0;SN-279626-J7
19/11/2024 11:11;3;1;1;1;0;SN-BF6FA4-J7
21/01/2025 18:32;3;1;1;1;0;SN-5F11DA-J7
15/11/2024 17:06;3;1;2;1;0;SN-B76D68-J7
19/11/2024 20:46;3;1;1;1;0;SN-D7D268-J7
;2;0;0;1;0;SN-045AF7-J7
;2;0;0;1;0;SN-BD5801-J7
06/01/2025 17:52;3;3;2;1;0;SN-8B73CF-J7
;4;0;0;1;0;SN-6E0C92-JY
;2;0;0;1;0;SN-BC2C5B-JY
;2;0;0;1;0;SN-0B8AEC-JY
;2;0;0;1;0;SN-02006F-JY
;2;0;0;1;0;SN-B23F30-JY
;2;0;0;1;0;SN-1FD6CE-JY
;2;0;0;1;0;SN-4F032D-JY
02/04/2025 10:22;3;1;2;1;0;SN-5DF0B7-JY
11/02/2025 16:17;3;3;2;1;0;SN-AECDCC-JY
10/02/2025 16:16;3;1;1;1;0;SN-53BF89-JY
07/04/2025 22:53;3;1;2;1;0;SN-B65232-JY
14/02/2025 13:00;3;2;2;1;1;SN-E86E8D-JY
07/02/2025 14:09;3;2;2;1;0;SN-6153D8-JY
30/01/2025 15:25;3;2;2;1;0;SN-BDBC03-JY
10/02/2025 15:10;3;1;1;1;0;SN-38771A-JY
07/04/2025 13:24;3;3;2;1;0;SN-20107E-J7
08/04/2025 15:31;3;3;2;1;0;SN-149084-J7
31/03/2025 15:12;3;2;2;1;0;SN-AF3A9E-J7
25/03/2025 15:10;3;1;1;1;0;SN-853DE3-J7
;2;0;0;1;0;SN-63C360-J7
20/02/2025 13:37;3;2;2;1;0;SN-8823E7-J7
25/02/2025 14:58;3;3;2;1;0;SN-F14633-J7
19/11/2024 16:52;3;3;2;1;0;SN-75FCEC-JY
;2;0;0;1;0;SN-EC3245-JY
29/11/2024 12:52;3;1;1;1;0;SN-1F2926-JY
01/01/2025 14:09;3;1;1;1;0;SN-741C71-JY
09/12/2024 15:10;3;2;2;1;0;SN-54373F-JY
23/12/2024 08:46;3;3;2;1;0;SN-065A4F-JY
;2;0;0;1;0;SN-252207-JY
19/11/2024 20:59;3;3;2;1;0;SN-308B2D-JY
06/03/2025 12:45;3;1;1;1;0;SN-FA25FE-JY
14/02/2025 15:49;3;3;2;1;0;SN-9D64FB-JY
28/01/2025 14:09;3;2;2;1;0;SN-04B611-JY
24/01/2025 14:29;3;2;2;1;0;SN-299DCC-JY
03/04/2025 10:47;3;1;1;1;0;SN-D06034-JY
11/12/2024 13:06;5;3;2;1;1;SN-7D504F-JY
;2;0;0;1;0;SN-E1D037-9Y
23/12/2024 17:55;3;1;1;1;0;SN-2CDB2D-9Y
04/02/2025 12:10;3;3;2;1;0;SN-4D502A-9Y
22/11/2024 15:03;3;3;2;1;0;SN-5836BB-9Y
;2;0;0;1;0;SN-751592-9Y
;2;0;0;1;0;SN-18B805-9Y
;2;0;0;1;0;SN-E5BE6E-9Y
12/02/2025 14:46;3;1;1;1;0;SN-A1BC65-97
06/02/2025 21:39;3;2;2;1;0;SN-ADE1A2-97
14/02/2025 15:34;3;1;2;1;0;SN-805E15-97
31/01/2025 16:44;3;3;2;1;0;SN-24A589-97
20/02/2025 15:59;3;2;2;1;0;SN-D20E08-97
;2;0;0;1;0;SN-79E729-97
05/02/2025 14:18;3;3;2;1;0;SN-1A271F-97
06/02/2025 14:14;3;2;2;1;0;SN-38E190-97
21/01/2025 17:35;3;2;2;1;0;SN-F8B51F-97
21/02/2025 14:27;3;1;1;1;0;SN-A57954-97
10/01/2025 14:18;3;1;1;1;0;SN-EBEA0E-97
;2;0;0;1;0;SN-3DBD75-97
;2;0;0;1;0;SN-8D5F76-97
17/03/2025 16:39;3;2;1;1;0;SN-4D11C9-97
03/04/2025 15:16;3;1;1;1;0;SN-EE9EE1-97
17/01/2025 09:44;3;2;2;1;0;SN-7BAB52-97
20/12/2024 13:28;3;3;2;1;0;SN-6D4D59-97
15/11/2024 15:10;3;2;1;1;0;SN-C0A5F5-9Y
;1;0;0;1;0;SN-579607-9Y
10/12/2024 17:47;3;1;1;1;0;SN-2648A7-9Y
06/11/2024 11:36;3;1;1;1;0;SN-C44FAF-9Y
14/02/2025 20:18;3;1;1;1;0;SN-F93DD4-9Y
22/11/2024 15:58;3;3;2;1;0;SN-D3D14E-9Y
;2;0;0;1;0;SN-6B3783-9Y
;2;0;0;1;0;SN-DCF4E7-9Y
01/03/2025 22:04;3;1;1;1;0;SN-91E019-9Y
26/03/2025 12:37;3;1;1;1;0;SN-B4A2FB-9Y
;2;0;0;1;0;SN-6FCC42-9Y
18/09/2024 14:36;3;2;2;1;0;SN-78864B-97
28/03/2025 12:08;3;3;2;1;0;SN-576090-97
20/08/2024 16:24;3;3;1;1;0;SN-273817-97
24/09/2024 14:16;3;1;2;1;0;SN-A4460E-97
18/03/2025 11:55;3;3;2;1;0;SN-D974CB-97
;1;0;0;1;0;SN-2DC424-97
17/09/2024 14:45;3;1;1;1;0;SN-C4BF02-97
08/08/2024 13:52;3;1;1;1;0;SN-8C2FA4-97
02/07/2024 13:34;3;1;1;1;0;SN-D5194D-97
;2;0;0;1;0;SN-F5040A-VY
;2;0;0;1;0;SN-9523B1-VY
10/12/2024 16:31;3;1;1;1;0;SN-7D646A-VY
18/12/2024 14:53;3;1;1;1;0;SN-79573F-VY
09/02/2025 18:42;3;1;1;1;0;SN-2E4CF2-VY
25/03/2025 13:08;3;3;2;1;0;SN-37C8A0-VY
03/03/2025 16:21;3;3;2;1;0;SN-B11CA9-VY
21/01/2025 20:09;3;1;2;1;0;SN-58D43B-VY
28/08/2024 14:14;5;3;2;1;1;SN-5A5FEE-V7
26/09/2024 16:05;3;3;2;1;0;SN-E2FE25-V7
06/02/2025 15:56;3;2;2;1;0;SN-F5381E-V7
10/03/2025 11:26;3;1;1;1;0;SN-5DF56D-V7
;2;0;0;1;0;SN-160939-V7
14/02/2025 17:52;3;2;2;1;0;SN-0B1569-V7
07/02/2025 17:55;3;2;2;1;0;SN-1CD60D-V7
01/03/2025 11:50;3;2;2;1;0;SN-33BFD7-V7
07/03/2025 13:53;3;1;1;1;0;SN-500BEB-V7
05/03/2025 20:56;3;3;2;1;0;SN-99D686-V7
;2;0;0;1;0;SN-EA0BC7-V7
14/02/2025 22:17;3;1;1;1;0;SN-7EA729-V7
;2;0;0;1;0;SN-4A9C21-VY
12/03/2025 15:30;3;1;1;1;0;SN-37C6C9-VY
;2;0;0;1;0;SN-059796-VY
27/01/2025 10:54;3;1;1;1;0;SN-02B0BD-VY
11/01/2025 14:08;3;2;2;1;0;SN-CEE4EE-VY
06/02/2025 19:03;3;3;2;1;0;SN-31F387-VY
09/01/2025 16:17;3;3;2;1;1;SN-0B0F38-VY
31/03/2025 18:33;3;2;2;1;0;SN-C9FDD6-V7
;2;0;0;1;0;SN-DF5224-V7
;2;0;0;1;0;SN-39139F-V7
;4;0;0;1;0;SN-195DB9-V7
;2;0;0;1;0;SN-FDEB27-V7
;2;0;0;1;0;SN-C1C39B-V7
18/02/2025 17:18;3;1;1;1;0;SN-13ED3F-VY
11/03/2025 20:13;3;2;2;1;0;SN-7723B0-VY
14/02/2025 10:07;3;1;1;1;0;SN-F9363F-VY
12/03/2025 10:47;3;1;1;1;0;SN-88E144-VY
;2;0;0;1;0;SN-533FE4-VY
08/11/2024 13:47;3;1;1;1;0;SN-918A06-V7
27/02/2025 11:01;3;1;1;1;0;SN-83375E-V7
;2;0;0;1;0;SN-5B708C-V7
08/11/2024 17:18;3;1;2;1;0;SN-4C935F-V7
;2;0;0;1;0;SN-7A87BA-V7
03/10/2024 19:12;3;2;2;1;0;SN-0E4EBD-V7
08/11/2024 13:35;3;3;2;1;0;SN-DCC79C-V7
23/08/2024 16:42;3;1;1;1;0;SN-2A07E2-VY
05/08/2024 14:55;3;1;1;1;0;SN-CB5E4E-J7
;2;0;0;1;0;SN-4C7C68-J7
04/04/2025 14:58;3;2;2;1;0;SN-56E885-J7
;2;0;0;1;0;SN-76ABA6-J7
;2;0;0;1;0;SN-3601F7-J7
;2;0;0;1;0;SN-85CA87-J7
;2;0;0;1;0;SN-6B9C16-J7
26/02/2025 13:58;3;3;2;1;0;SN-98BA81-JY
23/01/2025 14:45;3;3;2;1;0;SN-F6B10B-JY
;2;0;0;1;0;SN-5F08B3-JY
;2;0;0;1;0;SN-840E96-JY
;2;0;0;1;0;SN-8357C5-JY
05/03/2025 15:41;3;1;1;1;0;SN-1F5895-JY
28/01/2025 16:35;3;3;2;1;0;SN-BC97C4-JY
21/02/2025 15:35;3;2;2;1;0;SN-172572-JY
19/03/2025 11:31;3;2;2;1;0;SN-8B7929-JY
